country,continent,idacr,leader,plad_id,archigos_id,startdate,enddate,entry,exit,gender,yrborn
Laos,Asia,LAO,Phomivan,LAO_1975_1,824b94e3-1e42-11e4-b4cd-db5882bf8def,1975-12-02,1992-11-25,Irregular,Natural Death,M,1920
Laos,Asia,LAO,Phounsavanh,LAO_1992_1,824b94e4-1e42-11e4-b4cd-db5882bf8def,1992-11-25,1998-02-24,Regular,Regular,M,1914
Laos,Asia,LAO,Siphandon,LAO_1998_1,824bc5b2-1e42-11e4-b4cd-db5882bf8def,1998-02-24,2006-06-08,Regular,Regular,M,1924
Laos,Asia,LAO,Sayasone,LAO_2006_1,8255b0f8-1e42-11e4-b4cd-db5882bf8def,2006-06-08,2016-04-20,Regular,Regular,M,1936
Laos,Asia,LAO,Bounnhang Vorachit,LAO_2016_1,.,2016-04-20,2021-03-22,Regular,Regular,M,1937
Laos,Asia,LAO,Thongloun Sisoulith,LAO_2021_1,.,2021-03-22,2023-12-31,Regular,Still in Office,M,1945
Latvia,Europe,LAT,Godmanis,LAT_1990_1,8221ceaa-1e42-11e4-b4cd-db5882bf8def,1990-05-03,1993-08-03,Regular,Regular,M,1951
Latvia,Europe,LAT,Birkavs,LAT_1993_1,8221ff7a-1e42-11e4-b4cd-db5882bf8def,1993-08-03,1994-09-19,Regular,Regular,M,1942
Latvia,Europe,LAT,Gailis,LAT_1994_1,8221ff7b-1e42-11e4-b4cd-db5882bf8def,1994-09-19,1995-12-21,Regular,Regular,M,1951
Latvia,Europe,LAT,Skele,LAT_1995_1,8221ff7c-1e42-11e4-b4cd-db5882bf8def,1995-12-21,1997-08-07,Regular,Regular,M,1958
Latvia,Europe,LAT,Krasts,LAT_1997_1,8221ff7d-1e42-11e4-b4cd-db5882bf8def,1997-08-07,1998-11-26,Regular,Regular,M,1957
Latvia,Europe,LAT,Skele,LAT_1999_1,8221ff7c-1e42-11e4-b4cd-db5882bf8def,1999-07-16,2000-05-05,Regular,Regular,M,1958
Latvia,Europe,LAT,Berzins,LAT_2000_1,8222304e-1e42-11e4-b4cd-db5882bf8def,2000-05-05,2002-11-07,Regular,Regular,M,1951
Latvia,Europe,LAT,Repse,LAT_2002_1,8222304f-1e42-11e4-b4cd-db5882bf8def,2002-11-07,2004-03-09,Regular,Regular,M,1961
Latvia,Europe,LAT,Aigars Kalvitis,LAT_2004_2,82223051-1e42-11e4-b4cd-db5882bf8def,2004-12-02,2007-12-20,Regular,Regular,M,1966
Latvia,Europe,LAT,Godmanis,LAT_2007_1,8221ceaa-1e42-11e4-b4cd-db5882bf8def,2007-12-20,2009-03-12,Regular,Regular,M,1951
Latvia,Europe,LAT,Dombrovskis,LAT_2009_1,8252d480-1e42-11e4-b4cd-db5882bf8def,2009-03-12,2014-01-22,Regular,Regular,M,1971
Latvia,Europe,LAT,Lamdota Straujuma,LAT_2014_1,2b3a05b4-3481-11e4-8dba-bbcd9ed46413,2014-01-22,2016-02-11,Regular,Regular,F,1951
Latvia,Europe,LAT,Maris Kucinskis,LAT_2016_1,.,2016-02-11,2019-01-23,Regular,Regular,M,1961
Latvia,Europe,LAT,Krisjanis Karins,LAT_2019_1,.,2019-01-23,2023-12-15,Regular,Regular,M,1964
Liberia,Africa,LBR,Doe,LBR_1980_1,822ef813-1e42-11e4-b4cd-db5882bf8def,1980-04-12,1990-09-09,Irregular,Irregular,M,1951
Liberia,Africa,LBR,Sawyer,LBR_1990_1,822f28e4-1e42-11e4-b4cd-db5882bf8def,1990-11-22,1994-03-07,Foreign Imposition,Regular,M,1945
Liberia,Africa,LBR,Kpormapkor,LBR_1994_1,822f28e5-1e42-11e4-b4cd-db5882bf8def,1994-03-07,1995-09-01,Regular,Regular,M,1944
Liberia,Africa,LBR,Sankawulo,LBR_1995_1,822f28e6-1e42-11e4-b4cd-db5882bf8def,1995-09-01,1996-09-03,Regular,Regular,M,1943
Liberia,Africa,LBR,Ruth Perry,LBR_1996_1,822f28e7-1e42-11e4-b4cd-db5882bf8def,1996-09-03,1997-08-02,Regular,Regular,F,1939
Liberia,Africa,LBR,Taylor,LBR_1997_1,822f59b8-1e42-11e4-b4cd-db5882bf8def,1997-08-02,2003-08-11,Regular,Regular,M,1948
Liberia,Africa,LBR,Bryant,LBR_2003_2,822f59ba-1e42-11e4-b4cd-db5882bf8def,2003-10-14,2006-01-16,Regular,Regular,M,1949
Liberia,Africa,LBR,Johnson Sirleaf,LBR_2006_1,825397ce-1e42-11e4-b4cd-db5882bf8def,2006-01-16,2018-01-22,Regular,Regular,F,1938
Liberia,Africa,LBR,Weah,LBR_2018_1,.,2018-01-22,2023-12-31,Regular,Still in Office,M,1966
Lebanon,Asia,LEB,Elias Hrawi,LEB_1989_2,824022f2-1e42-11e4-b4cd-db5882bf8def,1989-11-23,1998-11-24,Regular,Regular,M,1930
Lebanon,Asia,LEB,Emile Lahoud,LEB_1998_1,824022f3-1e42-11e4-b4cd-db5882bf8def,1998-11-24,2007-11-23,Regular,Regular,M,1936
Lebanon,Asia,LEB,Suleiman,LEB_2008_1,82548bfd-1e42-11e4-b4cd-db5882bf8def,2008-05-25,2014-05-24,Regular,Regular,M,1948
Lebanon,Asia,LEB,Salam,LEB_2014_1,14a011a3-aae0-11e4-b3bc-29f2fa19767e,2014-05-24,2016-10-31,Regular,Regular,M,1945
Lebanon,Asia,LEB,Michel Aoun,LEB_2016_1,.,2016-10-31,2022-10-30,Regular,Regular,M,1933
Lebanon,Asia,LEB,Najib Mikati,LEB_2022_1,.,2022-10-30,2023-12-31,Irregular,Still in Office,M,1955
Lesotho,Africa,LES,Lekhanya,LES_1986_1,823a6a01-1e42-11e4-b4cd-db5882bf8def,1986-01-24,1991-05-02,Irregular,Irregular,M,1938
Lesotho,Africa,LES,Ramaema,LES_1991_1,823a9ad0-1e42-11e4-b4cd-db5882bf8def,1991-05-02,1993-04-02,Irregular,Regular,M,1933
Lesotho,Africa,LES,Mokhehle,LES_1993_1,823a9ad1-1e42-11e4-b4cd-db5882bf8def,1993-04-02,1994-08-17,Regular,Irregular,M,1918
Lesotho,Africa,LES,Mokhehle,LES_1994_2,823a9ad1-1e42-11e4-b4cd-db5882bf8def,1994-09-14,1998-05-29,Irregular,Regular,M,1918
Lesotho,Africa,LES,Pakalitha Mosisili,LES_1998_1,823a9ad3-1e42-11e4-b4cd-db5882bf8def,1998-05-29,2012-06-08,Regular,Regular,M,1945
Lesotho,Africa,LES,Tom Thabane,LES_2012_1,149fc376-aae0-11e4-b3bc-29f2fa19767e,2012-06-08,2015-03-17,Regular,Regular,M,1939
Lesotho,Africa,LES,Pakalitha Mosisili,LES_2015_1,43fa7162-de6a-11e5-ba44-bb6d7c1a9a58,2015-03-17,2017-06-16,Regular,Regular,M,1945
Lesotho,Africa,LES,Tom Thabane,LES_2017_1,.,2017-06-16,2020-05-19,Regular,Regular,M,1939
Lesotho,Africa,LES,Moeketsi Majoro,LES_2020_1,.,2020-05-19,2022-10-28,Regular,Regular,M,1961
Lesotho,Africa,LES,Ntsokane Samuel Matekane,LES_2022_1,.,2022-10-28,2023-12-31,Regular,Still in Office,M,1958
Libya,Africa,LIB,Qaddafi,LIB_1969_1,823c217e-1e42-11e4-b4cd-db5882bf8def,1969-09-01,2011-08-23,Irregular,Irregular,M,1942
Libya,Africa,LIB,Mustafa Jalil,LIB_2011_1,82545b29-1e42-11e4-b4cd-db5882bf8def,2011-08-23,2012-08-08,Irregular,Regular,M,1952
Libya,Africa,LIB,Mohammed Magariaf,LIB_2012_2,149fc379-aae0-11e4-b3bc-29f2fa19767e,2012-08-09,2013-05-28,Regular,Regular,M,1940
Libya,Africa,LIB,Nouri Abusahmain,LIB_2013_2,2b3c671f-3481-11e4-8dba-bbcd9ed46413,2013-06-25,2014-08-04,Regular,Regular,M,-999
Libya,Africa,LIB,Akila Saleh Issa,LIB_2014_1,149fea91-aae0-11e4-b3bc-29f2fa19767e,2014-08-05,2015-12-17,Regular,Irregular,M,1944
Libya,Africa,LIB,Fayez al-Sarraj,LIB_2015_1,.,2015-12-17,2021-03-15,Foreign Imposition,Irregular,M,1960
Libya,Africa,LIB,Mohamed al-Menfi,LIB_2021_1,.,2021-03-15,2023-12-31,Regular,Still in Office,M,1976
Lithuania,Europe,LIT,Landsbergis,LIT_1990_1,82226124-1e42-11e4-b4cd-db5882bf8def,1990-03-11,1992-11-25,Regular,Regular,M,1931
Lithuania,Europe,LIT,Brazauskas,LIT_1992_1,82226125-1e42-11e4-b4cd-db5882bf8def,1992-11-25,1998-02-25,Regular,Regular,M,1932
Lithuania,Europe,LIT,Adamkus,LIT_1998_1,82226126-1e42-11e4-b4cd-db5882bf8def,1998-02-26,2003-02-25,Regular,Regular,M,1926
Lithuania,Europe,LIT,Paksas,LIT_2003_1,82229200-1e42-11e4-b4cd-db5882bf8def,2003-02-26,2004-04-06,Regular,Regular,M,1956
Lithuania,Europe,LIT,Adamkus,LIT_2004_2,82226126-1e42-11e4-b4cd-db5882bf8def,2004-07-12,2009-07-12,Regular,Regular,M,1926
Lithuania,Europe,LIT,Grybauskaite,LIT_2009_1,8252d481-1e42-11e4-b4cd-db5882bf8def,2009-07-12,2019-07-12,Regular,Regular,F,1956
Lithuania,Europe,LIT,Gitanas Nauseda,LIT_2019_1,.,2019-07-12,2023-12-31,Regular,Still in Office,M,1964
Luxemburg,Europe,LUX,Santer,LUX_1984_1,820b4c7a-1e42-11e4-b4cd-db5882bf8def,1984-07-20,1995-01-20,Regular,Regular,M,1937
Luxemburg,Europe,LUX,Juncker,LUX_1995_1,820b4c7b-1e42-11e4-b4cd-db5882bf8def,1995-01-20,2013-12-04,Regular,Regular,M,1954
Luxemburg,Europe,LUX,Xavier Bettel,LUX_2013_1,2b37a454-3481-11e4-8dba-bbcd9ed46413,2013-12-04,2023-11-17,Regular,Regular,M,1973
Mauritania,Africa,MAA,Sidi Ahmed Taya,MAA_1984_1,822cdeeb-1e42-11e4-b4cd-db5882bf8def,1984-12-12,2005-08-03,Irregular,Irregular,M,1941
Mauritania,Africa,MAA,Ould Mohamed Vall,MAA_2005_1,82533628-1e42-11e4-b4cd-db5882bf8def,2005-08-03,2007-04-19,Irregular,Regular,M,1953
Mauritania,Africa,MAA,Ould Cheikh Abdellahi,MAA_2007_1,82533629-1e42-11e4-b4cd-db5882bf8def,2007-04-19,2008-08-06,Regular,Irregular,M,1938
Mauritania,Africa,MAA,Ould Abdel Aziz,MAA_2009_2,8253362a-1e42-11e4-b4cd-db5882bf8def,2009-08-05,2019-08-01,Regular,Regular,M,1956
Mauritania,Africa,MAA,Mohamed Cheikh El Ghazouani,MAA_2019_1,.,2019-08-01,2023-12-31,Regular,Still in Office,M,1956
Macedonia,Europe,MAC,Nikola Kljusev,MAC_1991_1,821af0bb-1e42-11e4-b4cd-db5882bf8def,1991-01-27,1992-08-17,Irregular,Regular,M,1927
Macedonia,Europe,MAC,Crvenkovski,MAC_1992_1,821af0bc-1e42-11e4-b4cd-db5882bf8def,1992-08-17,1998-11-30,Regular,Regular,M,1962
Macedonia,Europe,MAC,Georgievski,MAC_1998_1,821b218c-1e42-11e4-b4cd-db5882bf8def,1998-11-30,2002-11-01,Regular,Regular,M,1966
Macedonia,Europe,MAC,Crvenkovski,MAC_2002_1,821af0bc-1e42-11e4-b4cd-db5882bf8def,2002-11-01,2004-05-12,Regular,Regular,M,1962
Macedonia,Europe,MAC,Vlado Buckovski,MAC_2004_4,821b218f-1e42-11e4-b4cd-db5882bf8def,2004-12-17,2006-08-27,Regular,Regular,M,1962
Macedonia,Europe,MAC,Gruevski,MAC_2006_1,82521126-1e42-11e4-b4cd-db5882bf8def,2006-08-27,2016-01-15,Regular,Regular,M,1970
Macedonia,Europe,MAC,Emil Dimitriev,MAC_2016_1,.,2016-01-15,2017-05-31,Regular,Regular,M,1979
Macedonia,Europe,MAC,Zoran Zaev,MAC_2017_1,.,2017-05-31,2020-01-03,Regular,Regular,M,1974
Macedonia,Europe,MAC,Zoran Zaev,MAC_2020_2,.,2020-08-30,2022-01-16,Regular,Regular,M,1974
Macedonia,Europe,MAC,Kovacevski,MAC_2022_1,.,2022-01-16,2023-12-31,Regular,Still in Office,M,1974
Maldives,Asia,MAD,Maumoon Abdul Gayoom,MAD_1978_1,8249dd61-1e42-11e4-b4cd-db5882bf8def,1978-11-11,2008-11-11,Regular,Regular,M,1937
Maldives,Asia,MAD,Nasheed,MAD_2008_1,82554f4f-1e42-11e4-b4cd-db5882bf8def,2008-11-11,2012-02-07,Regular,Regular,M,1953
Maldives,Asia,MAD,Waheed Hassan,MAD_2012_1,14a038b3-aae0-11e4-b3bc-29f2fa19767e,2012-02-07,2013-11-17,Regular,Regular,M,1953
Maldives,Asia,MAD,Abdulla Yameen Abdul Gayoom,MAD_2013_1,2b3ec87e-3481-11e4-8dba-bbcd9ed46413,2013-11-17,2018-11-17,Regular,Regular,M,1959
Maldives,Asia,MAD,Ibrahim Mohamed Solih,MAD_2018_1,.,2018-11-17,2023-11-17,Regular,Regular,M,1964
Madagascar,Africa,MAG,Ratsiraka,MAG_1975_3,823afc7d-1e42-11e4-b4cd-db5882bf8def,1975-06-15,1993-03-27,Regular,Regular,M,1936
Madagascar,Africa,MAG,Zafy,MAG_1993_1,823afc7e-1e42-11e4-b4cd-db5882bf8def,1993-03-27,1996-09-05,Regular,Regular,M,1927
Madagascar,Africa,MAG,Ratsiraka,MAG_1997_1,823afc7d-1e42-11e4-b4cd-db5882bf8def,1997-02-09,2002-07-06,Regular,Irregular,M,1936
Madagascar,Africa,MAG,Marc Ravalomanana,MAG_2002_1,823b2d4d-1e42-11e4-b4cd-db5882bf8def,2002-07-06,2009-03-17,Irregular,Irregular,M,1949
Madagascar,Africa,MAG,Andry Rajoelina,MAG_2009_1,82542a55-1e42-11e4-b4cd-db5882bf8def,2009-03-17,2014-01-25,Irregular,Regular,M,1974
Madagascar,Africa,MAG,Rajaonarimampianina,MAG_2014_1,149fc377-aae0-11e4-b3bc-29f2fa19767e,2014-01-25,2018-09-07,Regular,Regular,M,1958
Madagascar,Africa,MAG,Andry Rajoelina,MAG_2019_1,.,2019-01-19,2023-12-31,Regular,Still in Office,M,1974
Malaysia,Asia,MAL,Mahatir Bin Mohammad,MAL_1981_1,824c890c-1e42-11e4-b4cd-db5882bf8def,1981-07-16,2003-10-31,Regular,Regular,M,1925
Malaysia,Asia,MAL,Ahmad Badawi,MAL_2003_1,824c890d-1e42-11e4-b4cd-db5882bf8def,2003-10-31,2009-04-03,Regular,Regular,M,1939
Malaysia,Asia,MAL,Najib Tun Razak,MAL_2009_1,8255e1c8-1e42-11e4-b4cd-db5882bf8def,2009-04-03,2018-05-10,Regular,Regular,M,1953
Malaysia,Asia,MAL,Mahatir Bin Mohammad,MAL_2018_1,.,2018-05-10,2020-03-01,Regular,Regular,M,1925
Malaysia,Asia,MAL,Muhyiddin Yassin,MAL_2020_1,.,2020-03-01,2021-08-21,Regular,Regular,M,1947
Malaysia,Asia,MAL,Ismail Sabri bin Yaakob,MAL_2021_1,.,2021-08-21,2022-11-24,Regular,Regular,M,1960
Malaysia,Asia,MAL,Anwar bin Ibrahim,MAL_2022_1,.,2022-11-24,2023-12-31,Regular,Still in Office,M,1947
Mauritius,Africa,MAS,Anerood Jugnauth,MAS_1982_1,823b5e2f-1e42-11e4-b4cd-db5882bf8def,1982-06-16,1995-12-22,Regular,Regular,M,1930
Mauritius,Africa,MAS,Ramgoolam N.,MAS_1995_1,823b8efe-1e42-11e4-b4cd-db5882bf8def,1995-12-22,2000-09-17,Regular,Regular,M,1947
Mauritius,Africa,MAS,Anerood Jugnauth,MAS_2000_1,823b5e2f-1e42-11e4-b4cd-db5882bf8def,2000-09-18,2003-09-30,Regular,Regular,M,1930
Mauritius,Africa,MAS,Paul Berenger,MAS_2003_1,823b8eff-1e42-11e4-b4cd-db5882bf8def,2003-09-30,2005-07-05,Regular,Regular,M,1945
Mauritius,Africa,MAS,Ramgoolam N.,MAS_2005_1,823b8efe-1e42-11e4-b4cd-db5882bf8def,2005-07-05,2014-12-17,Regular,Regular,M,1947
Mauritius,Africa,MAS,Anerood Jugnauth,MAS_2014_1,823b5e2f-1e42-11e4-b4cd-db5882bf8def,2014-12-17,2017-01-23,Regular,Retired Due to Ill Health,M,1930
Mauritius,Africa,MAS,Pravind Jugnauth,MAS_2017_1,.,2017-01-23,2023-12-31,Regular,Still in Office,M,1961
Malawi,Africa,MAW,Banda,MAW_1964_1,82341e8e-1e42-11e4-b4cd-db5882bf8def,1964-07-06,1994-05-21,Regular,Regular,M,1906
Malawi,Africa,MAW,Muluzi,MAW_1994_1,82344f5e-1e42-11e4-b4cd-db5882bf8def,1994-05-21,2004-05-24,Regular,Regular,M,1943
Malawi,Africa,MAW,Bingu wa Mutharika,MAW_2004_1,82344f5f-1e42-11e4-b4cd-db5882bf8def,2004-05-24,2012-04-07,Regular,Natural Death,M,1934
Malawi,Africa,MAW,Joyce Hilda Banda,MAW_2012_1,2b3c671e-3481-11e4-8dba-bbcd9ed46413,2012-04-07,2014-05-31,Regular,Regular,F,1950
Malawi,Africa,MAW,Peter Mutharika,MAW_2014_1,149f9c69-aae0-11e4-b3bc-29f2fa19767e,2014-05-31,2020-06-28,Regular,Regular,M,1940
Malawi,Africa,MAW,Lazarus Chakwera,MAW_2020_1,.,2020-06-28,2023-12-31,Regular,Still in Office,M,1955
Mexico,Americas,MEX,Salinas,MEX_1988_1,81e4c46a-1e42-11e4-b4cd-db5882bf8def,1988-12-01,1994-11-30,Regular,Regular,M,1948
Mexico,Americas,MEX,Zedillo,MEX_1994_1,81e4f53a-1e42-11e4-b4cd-db5882bf8def,1994-12-01,2000-11-30,Regular,Regular,M,1951
Mexico,Americas,MEX,Vicente Fox Quesada,MEX_2000_1,81e4f53b-1e42-11e4-b4cd-db5882bf8def,2000-12-01,2006-11-30,Regular,Regular,M,1942
Mexico,Americas,MEX,Calderon,MEX_2006_1,825028d7-1e42-11e4-b4cd-db5882bf8def,2006-12-01,2012-12-01,Regular,Regular,M,1962
Mexico,Americas,MEX,Enrique Pena Nieto,MEX_2012_1,2b37a450-3481-11e4-8dba-bbcd9ed46413,2012-12-01,2018-11-30,Regular,Regular,M,1966
Mexico,Americas,MEX,Manuel Lopez Obrador,MEX_2012_2,.,2018-11-30,2023-12-31,Regular,Still in Office,M,1953
Moldavia,Europe,MLD,Snegur,MLD_1990_1,821f84ac-1e42-11e4-b4cd-db5882bf8def,1990-09-03,1997-01-15,Regular,Regular,M,1940
Moldavia,Europe,MLD,Lucinschi,MLD_1997_1,821f84ad-1e42-11e4-b4cd-db5882bf8def,1997-01-15,2001-04-07,Regular,Regular,M,1940
Moldavia,Europe,MLD,Tarlev,MLD_2001_1,821f84ae-1e42-11e4-b4cd-db5882bf8def,2001-04-07,2008-03-31,Regular,Regular,M,1963
Moldavia,Europe,MLD,Greceanii,MLD_2008_1,8252a3ab-1e42-11e4-b4cd-db5882bf8def,2008-03-31,2009-09-14,Regular,Regular,F,1956
Moldavia,Europe,MLD,Vlad Filat,MLD_2009_2,8252a3ad-1e42-11e4-b4cd-db5882bf8def,2009-09-25,2013-04-25,Regular,Regular,M,1969
Moldavia,Europe,MLD,Iurie Leanca,MLD_2013_1,2b3a05b2-3481-11e4-8dba-bbcd9ed46413,2013-04-25,2015-02-18,Regular,Regular,M,1963
Moldavia,Europe,MLD,Pavel Filip,MLD_2016_1,.,2016-01-20,2019-06-08,Regular,Regular,M,1966
Moldavia,Europe,MLD,Ion Chicu,MLD_2019_2,.,2019-11-14,2020-12-31,Regular,Regular,M,1972
Moldavia,Europe,MLD,Natalia Gavrili<U+021B>a,MLD_2021_1,.,2021-08-06,2023-02-16,Regular,Regular,F,1977
Moldavia,Europe,MLD,Dorin Recean,MLD_2023_1,.,2023-02-16,2023-12-31,Regular,Still in Office,M,1974
Mali,Africa,MLI,Traore,MLI_1968_1,822a94f1-1e42-11e4-b4cd-db5882bf8def,1968-11-19,1991-03-26,Irregular,Irregular,M,1936
Mali,Africa,MLI,Amadou Toure,MLI_1991_1,822ac5c4-1e42-11e4-b4cd-db5882bf8def,1991-03-26,1992-06-06,Irregular,Regular,M,1948
Mali,Africa,MLI,Konare,MLI_1992_1,822ac5c5-1e42-11e4-b4cd-db5882bf8def,1992-06-06,2002-06-08,Regular,Regular,M,1946
Mali,Africa,MLI,Amadou Toure,MLI_2002_1,822ac5c4-1e42-11e4-b4cd-db5882bf8def,2002-06-09,2012-03-22,Regular,Irregular,M,1948
Mali,Africa,MLI,Dioncounda Traore,MLI_2012_2,149f4e48-aae0-11e4-b3bc-29f2fa19767e,2012-04-12,2013-09-04,Irregular,Regular,M,1942
Mali,Africa,MLI,Ibrahim Boubacar Keita,MLI_2013_1,2b3c6718-3481-11e4-8dba-bbcd9ed46413,2013-09-04,2020-08-19,Regular,Irregular,M,1945
Mali,Africa,MLI,Assimi Goita,MLI_2021_1,.,2021-05-24,2023-12-31,Irregular,Still in Office,M,1980
Malta,Europe,MLT,Adami,MLT_1987_1,8219fc8a-1e42-11e4-b4cd-db5882bf8def,1987-05-12,1996-10-28,Regular,Regular,M,1934
Malta,Europe,MLT,Sant,MLT_1996_1,8219fc8b-1e42-11e4-b4cd-db5882bf8def,1996-10-28,1998-09-06,Regular,Regular,M,1948
Malta,Europe,MLT,Adami,MLT_1998_1,8219fc8a-1e42-11e4-b4cd-db5882bf8def,1998-09-06,2004-03-23,Regular,Regular,M,1934
Malta,Europe,MLT,Gonzi,MLT_2004_1,82521124-1e42-11e4-b4cd-db5882bf8def,2004-03-23,2013-03-11,Regular,Regular,M,1953
Malta,Europe,MLT,Muscat,MLT_2013_1,2b3a05ae-3481-11e4-8dba-bbcd9ed46413,2013-03-11,2020-01-12,Regular,Irregular,M,1974
Malta,Europe,MLT,Robert Abela,MLT_2020_1,.,2020-01-12,2023-12-31,Regular,Still in Office,M,1977
Mongolia,Asia,MON,Batmonkh,MON_1984_1,8244e7c4-1e42-11e4-b4cd-db5882bf8def,1984-08-23,1990-03-12,Regular,Regular,M,1926
Mongolia,Asia,MON,Ochirbat,MON_1990_1,8244e7c5-1e42-11e4-b4cd-db5882bf8def,1990-03-12,1997-06-20,Regular,Regular,M,1942
Mongolia,Asia,MON,Bagabandi,MON_1997_1,8244e7c6-1e42-11e4-b4cd-db5882bf8def,1997-06-20,2005-06-24,Regular,Regular,M,1950
Mongolia,Asia,MON,Enkhbayar,MON_2005_1,8254bcd5-1e42-11e4-b4cd-db5882bf8def,2005-06-24,2009-06-18,Regular,Regular,M,1958
Mongolia,Asia,MON,Elbegdorj,MON_2009_1,8254bcd6-1e42-11e4-b4cd-db5882bf8def,2009-06-18,2017-07-10,Regular,Regular,M,1963
Mongolia,Asia,MON,Battulga,MON_2017_1,.,2017-07-10,2021-06-25,Regular,Regular,M,1963
Mongolia,Asia,MON,Ukhnaagiin Khürelsükh,MON_2021_1,.,2021-06-25,2023-12-31,Regular,Still in Office,M,1968
Morocco,Africa,MOR,Hassan II,MOR_1961_1,823bbfd2-1e42-11e4-b4cd-db5882bf8def,1961-02-26,1999-07-23,Regular,Natural Death,M,1929
Morocco,Africa,MOR,Muhammad VI,MOR_1999_1,823bbfd3-1e42-11e4-b4cd-db5882bf8def,1999-07-23,2023-12-31,Regular,Still in Office,M,1963
Myanmar,Asia,MYA,Saw Maung,MYA_1988_3,82494ae9-1e42-11e4-b4cd-db5882bf8def,1988-09-18,1992-04-23,Irregular,Retired Due to Ill Health,M,1928
Myanmar,Asia,MYA,Than Shwe,MYA_1992_1,82497bb8-1e42-11e4-b4cd-db5882bf8def,1992-04-23,2011-03-30,Regular,Regular,M,1933
Myanmar,Asia,MYA,Thein Sein,MYA_2011_1,14a038b2-aae0-11e4-b3bc-29f2fa19767e,2011-03-30,2016-03-30,Regular,Regular,M,1945
Myanmar,Asia,MYA,Htin Kyaw,MYA_2016_1,.,2016-03-30,2018-03-21,Regular,Retired Due to Ill Health,M,1946
Myanmar,Asia,MYA,Win Myint,MYA_2018_2,.,2018-03-30,2021-02-01,Regular,Irregular,M,1951
Myanmar,Asia,MYA,Myint Swe,MYA_2021_1,.,2021-02-01,2023-12-31,Irregular,Still in Office,M,1951
Mozambique,Africa,MZM,Chissano,MZM_1986_1,8233edb8-1e42-11e4-b4cd-db5882bf8def,1986-11-06,2005-02-02,Regular,Regular,M,1939
Mozambique,Africa,MZM,Guebuza,MZM_2005_1,8253f976-1e42-11e4-b4cd-db5882bf8def,2005-02-02,2015-01-15,Regular,Regular,M,1942
Mozambique,Africa,MZM,Filipe Nyusi,MZM_2015_1,43fa715f-de6a-11e5-ba44-bb6d7c1a9a58,2015-01-15,2023-12-31,Regular,Still in Office,M,1959
Namibia,Africa,NAM,Nujoma,NAM_1990_1,823a69ff-1e42-11e4-b4cd-db5882bf8def,1990-03-21,2005-03-21,Regular,Regular,M,1929
Namibia,Africa,NAM,Pohamba,NAM_2005_1,8253f97b-1e42-11e4-b4cd-db5882bf8def,2005-03-21,2015-03-21,Regular,Regular,M,1935
Namibia,Africa,NAM,Hage Geingob,NAM_2015_1,43fa7161-de6a-11e5-ba44-bb6d7c1a9a58,2015-03-21,2023-12-31,Regular,Still in Office,M,1941
Nepal,Asia,NEP,Birendra,NEP_1972_1,824a3f09-1e42-11e4-b4cd-db5882bf8def,1972-01-31,1990-11-09,Regular,Regular,M,1946
Nepal,Asia,NEP,Girija Prasad Koirala,NEP_1991_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,1991-05-26,1994-11-30,Regular,Regular,M,1925
Nepal,Asia,NEP,Man Mohan Adhikari,NEP_1994_1,824a3f0c-1e42-11e4-b4cd-db5882bf8def,1994-11-30,1995-09-12,Regular,Regular,M,1920
Nepal,Asia,NEP,Sher Bahadur Deuba,NEP_1995_1,824a3f0d-1e42-11e4-b4cd-db5882bf8def,1995-09-12,1997-03-12,Regular,Regular,M,1946
Nepal,Asia,NEP,Girija Prasad Koirala,NEP_1998_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,1998-04-15,1999-05-31,Regular,Regular,M,1925
Nepal,Asia,NEP,Krishna Prasad Bhatterai,NEP_1999_1,824a3f0a-1e42-11e4-b4cd-db5882bf8def,1999-05-31,2000-03-22,Regular,Regular,M,1924
Nepal,Asia,NEP,Girija Prasad Koirala,NEP_2000_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,2000-03-22,2001-07-26,Regular,Regular,M,1925
Nepal,Asia,NEP,Sher Bahdur Deuba,NEP_2001_1,19bbd548-3bbd-11e5-afeb-eb6f07f9fec7,2001-07-26,2002-10-04,Regular,Regular,M,1946
Nepal,Asia,NEP,Surya Bahadur Thapa,NEP_2003_1,197a5f78-3bbd-11e5-afeb-eb6f07f9fec7,2003-06-05,2004-06-03,Regular,Regular,M,1928
Nepal,Asia,NEP,Gyanendra,NEP_2005_1,82554f50-1e42-11e4-b4cd-db5882bf8def,2005-02-01,2006-04-30,Regular,Irregular,M,1947
Nepal,Asia,NEP,Girija Prasad Koirala,NEP_2006_1,36579818-3bbd-11e5-afeb-eb6f07f9fec7,2006-04-30,2008-08-18,Regular,Regular,M,1925
Nepal,Asia,NEP,Dahal,NEP_2008_1,82558020-1e42-11e4-b4cd-db5882bf8def,2008-08-18,2009-05-25,Regular,Regular,M,1954
Nepal,Asia,NEP,Madhav Kumar Nepal,NEP_2009_1,82558021-1e42-11e4-b4cd-db5882bf8def,2009-05-25,2011-02-06,Regular,Regular,M,1953
Nepal,Asia,NEP,Bhattarai,NEP_2011_2,82558023-1e42-11e4-b4cd-db5882bf8def,2011-08-29,2013-03-14,Regular,Regular,M,1954
