"","ccode","idacr","country","year","tstart","tstop","leader","age","group","survival_time","status","GDP_trend","GDP_pc","pop_log","polity5","polstab"
"103",461,"TOG","Togo",1963,1963.04109589041,1967.03287671233,"Grunitzky",50,"B",1458,2,1.11417125688533,1.335,5.15325113125141,-6,0
"104",461,"TOG","Togo",1977,1977.28219178082,2005.09589041096,"Eyadema",40,"A",10159,1,1.02020966173133,1.888,5.58457842984437,-7,0
"105",471,"CAO","Cameroon",1996,1996.84931506849,2023.90410958904,"Biya",63,"A",9882,1,0.979811076125208,2.116,7.32283138644966,-5,0
"106",475,"NIG","Nigeria",1966,1966.03835616438,1966.57260273973,"Ironsi",42,"B",195,2,0.98674593119579,2.025,8.58469949183708,-7,9
"107",475,"NIG","Nigeria",1966,1966.57260273973,1975.57260273973,"Gowon",32,"B",3287,2,0.98674593119579,2.025,8.58469949183708,-7,9
"108",475,"NIG","Nigeria",1975,1975.57260273973,1976.11780821918,"Ramat Mohammed",37,"B",199,2,1.15990534144692,3.431,8.82845266948033,-7,0
"109",475,"NIG","Nigeria",1976,1976.11780821918,1979.74794520548,"Obasanjo",39,"B",1326,1,1.12062380649268,3.521,8.85526999717045,-7,0
"110",475,"NIG","Nigeria",1983,1983.99726027397,1985.65205479452,"Buhari",41,"B",605,2,0.782360024081878,2.599,9.03975523319997,7,2
"111",475,"NIG","Nigeria",1985,1985.65205479452,1993.64931506849,"Babangida",44,"B",2921,1,0.820962199312715,2.389,9.09351370385455,-7,2
"112",475,"NIG","Nigeria",1993,1993.87671232877,1998.43287671233,"Abacha",50,"B",1664,1,0.920125718001517,1.698,9.22140987829898,-7,2
"113",481,"GAB","Gabon",1996,1996.9095890411,2009.43287671233,"Bongo",61,"A",4575,1,1.03651617463772,11.144,4.76125898644561,-4,0
"114",482,"CEN","Central African Republic",1972,1972,1979.72054794521,"Bokassa",51,"A",2820,2,0.977821174501325,1.402,5.30015567582168,-7,0
"115",482,"CEN","Central African Republic",1981,1981.66575342466,1993.80547945205,"Kolingba",46,"B",4434,1,0.942641509433962,1.249,5.50549412434017,-7,0
"116",483,"CHA","Chad",1961,1961.60821917808,1975.27945205479,"Tombalbaye",43,"A",4993,2,1.06069849016318,1.391,5.79923809842849,-3,0
"117",483,"CHA","Chad",1975,1975.28493150685,1979.22191780822,"Malloum",43,"B",1438,2,1.04305186170213,1.255,6.09439110308768,-7,4
"118",483,"CHA","Chad",2005,2005.92328767123,2021.29863013699,"Deby",53,"A",5616,2,1.36443661971831,1.55,6.97200156992462,-2,1
"119",484,"CON","Republic of the Congo",1977,1977.20821917808,1979.09589041096,"Opango",38,"B",689,2,0.995958688819039,2.218,5.11005821708733,-7,0
"120",484,"CON","Republic of the Congo",2007,2007.78630136986,2023.90410958904,"Nguesso",64,"A",5887,1,1.04886769964243,3.344,6.00577910323729,-4,0
"121",490,"DRC","Democratic Republic of the Congo",1975,1975.89863013699,1997.3698630137,"Mobutu",45,"A",7843,2,0.911044066556958,1.993,7.85013277311945,-9,0
"122",490,"DRC","Democratic Republic of the Congo",2016,2016.04383561644,2019.06301369863,"Joseph Kabila",45,"A",1103,1,1.12021857923497,0.861,9.07775299077549,-3,6
"123",500,"UGA","Uganda",1976,1976.06575342466,1979.27397260274,"Amin",51,"A",1172,2,0.940578072016793,1.165,7.06546476160908,-7,5
"124",500,"UGA","Uganda",1980,1980.37808219178,1980.96164383562,"Paulo Muwanga",56,"B",213,1,0.829100145137881,0.914,7.16457806392787,3,0
"125",500,"UGA","Uganda",1985,1985.57260273973,1986.07671232877,"Okello",71,"B",184,2,0.963842300152472,0.885,7.33028266174043,-7,4
"126",500,"UGA","Uganda",2005,2005.07671232877,2023.90410958904,"Museveni",61,"A",6876,1,1.10782080485953,1.459,7.99330563076828,-1,2
"127",516,"BUI","Burundi",1966,1966.90684931507,1976.83561643836,"Micombero",26,"B",3626,2,1.0559277599767,0.725,5.81543415934529,-7,0
"128",516,"BUI","Burundi",1976,1976.85753424658,1987.67123287671,"Bagaza",30,"B",3950,2,1.06820809248555,0.924,5.97694464163344,-7,0
"129",516,"BUI","Burundi",1987,1987.67123287671,1993.52054794521,"Buyoya",38,"B",2137,1,1.05614174795939,1.061,6.26758567361217,-6,0
"130",516,"BUI","Burundi",1996,1996.56438356164,2003.32602739726,"Buyoya",47,"B",2470,1,0.820822772470267,0.842,6.42922096670623,-5,4
"131",517,"RWA","Rwanda",1988,1988.5095890411,1994.2602739726,"Habyarimana",51,"A",2101,2,0.952459016393443,1.162,6.57901090536099,-7,0
"132",517,"RWA","Rwanda",2008,2008.54794520548,2023.90410958904,"Paul Kagame",51,"A",5609,1,1.16371889184536,1.487,6.91526898029686,-3,0
"133",522,"DJI","Djibouti",1989,1989.48493150685,1999.34794520548,"Gouled Aptidon",73,"A",3602,1,0.866111951588502,2.748,3.9980355504178,-8,0
"134",522,"DJI","Djibouti",2010,2010.34794520548,2023.90410958904,"Guelleh",63,"A",4951,1,1.05582524271845,3.045,4.459485237191,2,0
"135",530,"ETH","Ethiopia",1977,1977.11232876712,1991.38356164384,"Mengistu Marriam",40,"B",5212,2,0.987237237237237,0.789,8.16464230328565,-7,8
"136",531,"ERI","Eritrea",2003,2003.39178082192,2023.90410958904,"Afeworki",57,"A",7492,1,0.965497645721708,23.786,5.62479698570773,-7,0
"137",540,"ANG","Angola",1992,1992.69315068493,2017.73150684932,"Dos Santos",50,"A",9146,1,0.933373550506066,2.785,7.12534020975071,-6,7
"138",552,"ZIM","Zimbabwe",1987,1987.1698630137,2017.88767123288,"Mugabe",63,"A",11220,2,0.99175103112111,3.174,6.92656427553585,-6,1
